Blank,Type,Model,Asset Status,MAC Address,Serial,Asset Tag,Computer Name,Asset Condition,Delivery Date,Warranty,OS,Asset Remarks,Blank,Blank,Blank,Brand,Active Directory,Country,OS Version,Supplier,Disposal Date
,Laptop,Dell Latitude E6440,In Stock,ECF4BB6E1495,H9WTJ12,RM460914,PHRMBON-L000181,WORKING,2019-06-10,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,ECF4BB6D9D46,JWWTJ12,,PHRMBON-L000182,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E6440,In Stock,ECF4BB6D9DA4,HXWTJ12,,PHRMBON-L000185,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410AD6,9V8XN32,,PHRMBON-L000186,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D73FF398,BM9XN32,,PHRMBON-L000188,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410989,HH9XN32,,PHRMBON-L000190,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D74107BC,4CWSN32,,PHRMBON-L000191,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D74106C3,9P9XN32,,PHRMBON-L000192,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410693,5WSSN32,,PHRMBON-L000193,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D741062B,29WTJ12,,PHRMBON-L000194,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410AF2,169XN32,,PHRMBON-L000195,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410ABB,8T8XN32,,PHRMBON-L000196,,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,,9L9XN32,,PHRMBON-L000198,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410996,9PNXN32,,PHRMBON-L000199,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410996,D99XN32,RM461054,PHRMBON-L000201,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410996,7S9XN32,,PHRMBON-L000202,HAS DEFECTS,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410996,6MWTJ12,,PHRMBON-L000203,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E6440,In Stock,34E6D7410996,7J8XN32,RM461048,PHRMBON-L000204,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573C4D,2KYX662,RM461166,PHRMBON-L000208,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,DTHJV32,,PHRMBON-L000209,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,GFZHV32,,PHRMBON-L000210,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB48E,4ZV662,,PHRMBON-L000211,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,2DLZ662,,PHRMBON-L000213,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7410996,534Y662,,PHRMBON-L000214,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,BGYX662,,PHRMBON-L000215,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,2ZHJV32,,PHRMBON-L000212,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,BFQZ662,,PHRMBON-L000216,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,2KQZ662,,PHRMBON-L000217,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,4KQZ662,,PHRMBON-L000218,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,HNRX662,,PHRMBON-L000219,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,CQRX662,,PHRMBON-L000220,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,1GQZ662,,PHRMBON-L000221,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D98,1KQZ662,,PHRMBON-L000222,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573DFB,5GQZ662,,PHRMBON-L000223,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D72DB492,2ZVZ662,,PHRMBON-L000224,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D82,9HQZ662,,PHRMBON-L000225,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,F8CAB80302D2,C8LX662,RM461157,PHRMBON-L000226,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573DEB,BTVZ662,,PHRMBON-L000227,HAS DEFECTS,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D8A,8BLZ662,,PHRMBON-L000228,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB48C,G7MX662,,PHRMBON-L000229,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573E1E,JW7WC72,RM461189,PHRMBON-L000230,WORKING,2019-07-15,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573CD9,2HYX662,RM461202,PHRMBON-L000231,WORKING,2019-04-23,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7410996,8VHJV32,RM461102,PHRMBON-L000232,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573DEC,4QYX662,,PHRMBON-L000233,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB41F,6410762,RM461199,PHRMBON-L000234,WORKING,2019-10-11,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D2B,CCLZ662,,PHRMBON-L000235,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB80302D0,HN4WC72,,PHRMBON-L000236,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB472,BJYX662,,PHRMBON-L000237,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573C52,2CLZ662,,PHRMBON-L000238,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D1C,DTRX662,,PHRMBON-L000239,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB80302D8,CP4WC72,,PHRMBON-L000240,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D7C,JS7WC72,,PHRMBON-L000241,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB3F8,2W7WC72,,PHRMBON-L000242,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,F8CAB80302D3,B7LX662,,PHRMBON-L000243,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573C79,BPYX662,,PHRMBON-L000244,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D15,6S4WC72,,PHRMBON-L000245,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB80302D6,CQ4WC72,,PHRMBON-L000246,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573C4E,3DLZ662,,PHRMBON-L000247,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB80302DB,DNRX662,,PHRMBON-L000249,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB80302D9,JQ4WC72,,PHRMBON-L000250,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D32,8FYX662,,PHRMBON-L000251,HAS DEFECTS,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB48F,CXH0762,,PHRMBON-L000252,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573CA5,51WZ662,,PHRMBON-L000254,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,F8CAB80302D5,G6LX662,,PHRMBON-L000255,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573C50,F9LZ662,,PHRMBON-L000256,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573C99,7910762,,PHRMBON-L000257,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573DD9,68LZ662,,PHRMBON-L000258,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock, 34E6D7573D2C,8JQZ662,,PHRMBON-L000259,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573C3E,3GYX662,,PHRMBON-L000260,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573D14,2VVZ662,,PHRMBON-L000261,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573C51,4CLZ662,,PHRMBON-L000262,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573CA6,7CLZ662,,PHRMBON-L000263,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB490,4060762,,PHRMBON-L000264,HAS DEFECTS,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D2D,GHQZ662,,PHRMBON-L000265,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,F8CAB80302D4,78LX662,,PHRMBON-L000266,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D12,7T4WC72,RM461183,PHRMBON-L000267,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573DAD,JMYX662,,PHRMBON-L000268,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D73DE160,4ZLJV32,RM461231,PHRMBON-L000269,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573CD8,FPRX662,,PHRMBON-L000270,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB485,3NQZ662,,PHRMBON-L000271,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB80302CF,29LX662,RM461156,PHRMBON-L000272,WORKING,2019-05-22,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB40E,HLQZ662,,PHRMBON-L000273,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573C36,3MYX662,,PHRMBON-L000274,HAS DEFECTS,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573D89,5BLZ662,RM461212,PHRMBON-L000275,WORKING,2019-10-14,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D72DB484,HDN0762,,PHRMBON-L000276,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D25,58LZ662,,PHRMBON-L000277,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,34E6D7573C8B,7HQZ662,,PHRMBON-L000278,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D72DB420,BKQZ662,,PHRMBON-L000279,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5450,In Stock,F8CAB80302DA,3PRX662,,PHRMBON-L000280,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D20,DRRX662,,PHRMBON-L000281,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB83E7F05,2YPWG72,,PHRMBON-L000283,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D74A6FF8,D0FTG72,,PHRMBON-L000284,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Stock,34E6D7573D67,4X4WG72,,PHRMBON-L000285,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5450,In Use,F8CAB83E7EE3,1SSVG72,RM461254,PHRMBON-L000286,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Use,18DBF232F17D,B7FRRC2,,PH-LB7FRRC2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,18DBF232F36C,36FPRC2,,PHRMBON-L000290,HAS DEFECTS,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,18DBF232F175,97FRRC2,,PH-L97FRRC2,HAS DEFECTS,2019-04-23,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,18DBF2308452,2999CG2,,PHRMBON-L000292,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5470,In Stock,18DBF231C197,74FRRC2,,PH-L74FRRC2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Use,D481D793B794,3F0DYF2,,PH-L3T2HVF2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D796456C,J03DYF2,,PHRMBON-L000295,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D796441F,8C0DYF2,,PHRMBON-L000296,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D796456B,7Z2DYF2,,PHRMBON-L000297,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Use,D481D793B8EB,DG0DYF2,,PH-LDG0DYF2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Use,18DBF23B9E6E,DG18YF2,,PHRMBON-L000299,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,,,,PHRMBON-L000301,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D793B9CA,7LY8YF2,,PHRMBON-L000302,WORKING,2019-03-18,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Use,D481D7948AA5,9Y2DYF2,,PH-L9Y2DYF2,HAS DEFECTS,2019-03-18,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D793B793,BF0DYF2,,PHRMBON-L000304,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5470,In Use,D481D7964420,JC0DYF2,,PH-LJC0DYF2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D793B9C9,513DYF2,,PHRMBON-L000306,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D793B717,DV58YF2,,PHRMBON-L000307,HAS DEFECTS,2020-08-26,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5470,In Stock,D481D793BC9F,GK0DYF2,,PHRMBON-L000308,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5470,In Use,D481D76B8CB7,3T2HVF2,,PH-L3F0DYF2,WORKING,2019-03-05,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E7280,In Stock,A44CC871A9B9,9MS9QH2,,PHRMBON-L000310,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E7280,In Stock,A44CC871A9DC,JLS9QH2,,PHRMBON-L000311,HAS DEFECTS,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5480,In Use,10-65-30-62-AB-A3,JN8MVP2,RM461882,PH-LJN8MVP2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5480,In Use,10653063A938,4T8MVP2,RM461881,PHRMBON-L000313,WORKING,2019-08-07,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5480,In Use,10653062AC05,453MVP2,RM461886,PHRMBON-L000314,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5480,In Use,1065306481BF,C33MVP2,,PHRMBON-L000315,WORKING,2021-09-07,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5480,In Use,1065306481BE,523MVP2,,PHRMBON-L000316,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5480,In Use,10653062ABA4,DKXQVP2,RM461883,PH-LDKXQVP2,WORKING,2019-04-23,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5480,In Use,1065306481BA,GZ2MVP2,,PH-LGZ2MVP2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E7280,In Stock,10653068CB62 ,92D74O2,,PH-L92D74Q2,WORKING,,,,,,Migration,2021-07-12,,AD Removed,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C498,8N3M8S2,,PH-L8N3M8S2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C48A,74B98S2,RM462229,PHRMBON-L000322,WORKING,2019-05-09,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C76F,9649852,RM462242,PHRMBON-L000323,WORKING,2019-06-27,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C78f,HZ998S2,RM462228,PH-LHZ998S2,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C77E,Cy998s2,RM462240,PHRMBON-L000325,WORKING,2019-06-27,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B0,3F498S2,RM462246,PHRMBON-L000326,,2019-06-20,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C479,2S3M8S2,RM462244,PHRMBON-L000327,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C76E,16498S2,RM462241,PHRMBON-L000328,WORKING,2019-07-26,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C790,17YM8S2,RM462249,PHRMBON-L000330,WORKING,2019-04-10,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C476,D9498S2,RM462245,PHRMBON-L000331,WORKING,2019-05-29,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C78F,JMH98S2,RM462238,PHRMBON-L000332,WORKING,2019-05-29,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B1,F8498S2,RM462251,PHRMBON-L000333,WORKING,2019-06-24,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C741,3PH98S2,RM462232,PHRMBON-L000334,WORKING,2019-03-12,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B6,9P3M8S2,,PHRMBON-L000335,WORKING,2019-03-21,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B5,JQH98S2,RM462221,PHRMBON-L000336,WORKING,2019-07-04,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C491,BR3M8S2,RM462250,PHRMBON-L000337,WORKING,2019-07-18,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B7,GQ3M8S2,RM462225,PHRMBON-L000338,WORKING,2019-03-08,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B9,FKH98S2,RM462222,PHRMBON-L000339,WORKING,2019-06-13,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C77F,2Y99852,RM462237,PHRMBON-L000340,WORKING,2019-05-02,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Stock,C8F75001C05E,2MH98S2,RM462230,PHRMBON-L000341,WORKING,2019-07-19,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C770,35498S2,RM462247,PHRMBON-L000342,,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4A3,93B98S2,RM462233,PH-L93B98S2,YES,2019-05-20,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4C5,2SH98S2,RM462226,PH-LD7DR8S2,WORKING,2019-05-16,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C499,JM3M8S2,RM462219,PHRMBON-L000345,WORKING,2019-05-15,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C791,FFRR8S2,RM462243,PHRMBON-L000346,WORKING,2019-05-29,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4A1,CB498S2,RM462239,PHRMBON-L000347,WORKING,2019-07-08,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4A2,J2B98S2,RM462248,PH-LJ2B98S2,WORKING,2019-06-24,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Stock,C8F75001C05F,D7DR8S2,RM462219,PH-L2SH98S2,defective LCD sreen,2019-05-29,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C490,1R3M8S2,RM462223,PHRMBON-L000350,WORKING,2019-06-24,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4A0,1D498S2,RM462235,PHRMBON-L000352,WORKING,2019-07-04,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4C4,7PH98S2,RM462217,PHRMBON-L000353,WORKING,2019-07-02,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C740,3k3M8S2,,PHRMBON-L000354,,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude E5490,In Use,C8F75001C4B8,C5B98S2,RM462231,PHRMBON-L000355,WORKING,2019-05-16,,,,,Migration,2021-07-12,,,,,,
,Desktop,Optiplex 7010,In Use,,D12TF2S,,,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Desktop,Optiplex 7010,In Use,,H12TF2S,,,WORKING,,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282233ED,,,PH-LBM75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223054,,,PH-LB1F5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142811E9D1,,,PH-L8N31ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,74782782A365,,,PH-LC591ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223193,,,PH-LGV15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142811F70A,,,PH-L99G3ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223352,,,PH-L2K75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428163035,,,PH-L4NS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428124221,,,PH-LB491ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142807DA80,,,PH-LJJS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223272,,,PH-LBHS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428222F22,,,PH-LH0F5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142822324C,,,PH-L8D75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282231BE,,,PH-LCB75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814280F40C5,,,PH-L7NS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142822311C,,,PH-L3C75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
